cityID,placeName,placeID,number,address,categoryID
2,칠보생태환경체험교육관,49,031-295-4545,경기도 수원시 권선구 서수원로 577번길 225,6
2,플라잉수원,50,031-247-1300,경기도 수원시 팔달구 지동 255-4,6
2,전통식생활체험관,51,031-247-3761,경기도 수원시 팔달구 정조로 893,6
2,화성행궁,52,031-228-4480,경기도 수원시 팔달구 정조로 825,6
2,kbs수원센터,53,031-219-8081,경기도 수원시 팔달구 인계로 123,6
2,예절교육관,54,031-247-5611,경기도 수원시 팔달구 정조로 893,6
2,봉녕사,55,031-256-4127,경기도 수원시 팔달구 창룡대로 236-54,7
2,팔달사,56,031-256-7990,경기도 수원시 팔달구 행궁로 68,7
2,수원사(용주사수원포교당),57,031-245-9670,경기도 수원시 팔달구 수원천로 300,7
2,수원온수골온천,58,031-221-4277,경기도 수원시 권선구 동수원로 232,7
2,수원통닭거리,59,031-228-4676,경기도 수원시 팔달구 정조로800번길 16,7
2,천주교북수동교회,60,031-246-8844,경기도 수원시 팔달구 정조로 842,7
2,청련암,61,031-255-1020,경기도 수원시 장안구 수일로 335,7
2,묘수사,62,031-255-3657,경기도 수원시 팔달구 화서문로71번길 2-6,7
2,광교호수공원 가족캠핑장,63,031-548-0075,경기도 수원시 영통구 광교호수로 57,4
2,스포츠아일랜드,64,031-259-2154,경기도 수원시 팔달구 창룡대로210번길 41,4
2,기와집,65,031-298-8882,경기도 수원시 권선구 서수원로594번길 251,0
2,장터설렁탕,66,031-293-1006,경기도 수원시 권선구 수인로 257,0
2,거진포생태도루묵,67,031-222-2381,경기도 수원시 팔달구 중부대로128번길 49,0
2,추미정남원추어탕,68,031-271-6400,경기도 수원시 장안구 파장천로 123,0
2,바나나테이블,69,031-205-0008,경기도 수원시 영통구 센트럴타운로 85,0
2,우리낙지한마당,70,031-226-2991,경기도 수원시 팔달구 갓매산로 21,0
2,명가정,71,031-255-9916,경기도 수원시 권선구 탑동로57번길 29,0
2,남촌,72,031-239-0411,경기도 수원시 권선구 권광로123번길 15,0
2,서윤한정식,73,031-273-2345,경기도 수원시 영통구 덕영대로1499번길 28,0
2,한국관,74,031-217-8889,경기도 수원시 팔달구 권선로741번길 16-8,0
2,대유평,75,031-227-2358,경기도 수원시 장안구 수일로 221,0
2,가보정,76,031-238-3883,경기도 수원시 팔달구 장다리로 282,0
2,돌솥삼계탕,77,031-294-9600,경기도 수원시 권선구 수인로 273,0
2,송풍가든,78,031-252-4700,경기도 수원시 장안구 경수대로 1013,0
2,신라갈비,79,031-212-2354,경기도 수원시 영통구 동수원로 538,0
2,본수원갈비,80,031-211-5952,경기도 수원시 팔달구 중부대로223번길 41,0
3,신구대학교식물원,81,031-724-1600,경기도 성남시 수정구 적푸리로 9,3
3,황새울공원,82,031-729-4384,경기도 성남시 분당구 서현동 분당구청 뒷 편,5
3,책테마파크,83,031-708-3588,경기도 성남시 분당구 문정로 145,5
3,황송공원,84,031-729-4788,경기도 성남시 중원구 금광1동 산9,5
3,희망대공원,85,031-729-4786,경기도 성남시 수정구 수정로306번길 45-1,5
3,분당중앙공원,86,031-729-4907,경기도 성남시 분당구 성남대로 550,5
3,성남시립식물원(은행식물원),87,031-729-4319,경기도 성남시 중원구 은행로 72,5
3,신구대학식물원,88,031-724-1600,경기도 성남시 수정구 적푸리로 9,5
3,맹산생태학습원,89,031-702-1192,경기도 성남시 분당구 판교로 628,5
3,율동공원,90,031-702-8713,경기도 성남시 분당구 문정로 145,5
3,성남 모란장,91,031-721-9905,경기도 성남시 중원구 둔촌대로 79,1
3,한국잡월드,92,031-1644-1333,경기도 성남시 분당구 분당수서로 501,1
3,성남고령친화종합체험관,93,031-1644-0891,경기도 성남시 분당구 야탑로205번길 26,2
3,성남시 야외공연장,94,031-711-7762,경기도 성남시 분당구 성남대로 550 (수내동),2
3,미누현대미술관,95,031-754-9696,경기도 성남시 수정구 공원로 360,2
3,새마을운동중앙연수원새마을역사관,96,031-780-7827,경기도 성남시 분당구 새마을로 257,2
3,코리아디자인센터,97,031-780-2246,경기도 성남시 분당구 양현로 322 코리아디자인센터,2
3,성남시민회관,98,031-735-1960,경기도 성남시 수정구 수정로171번길 10,2
3,성남아트센터,99,031-783-8000,경기도 성남시 분당구 성남대로 808 성남아트센터,2
3,성남문화원,100,031-756-1082,경기도 성남시 수정구 산성대로215번길 7 (신흥동),2
3,한생연 마이크로과학박물관,101,031-711-0154,경기도 성남시 분당구 성남대로 381 폴라리스Ⅰ빌딩 4층,2
3,국가기록원 서울기록관,102,031-750-2033,경기도 성남시 수정구 대왕판교로851번길 30,6
3,다시 쓰는 세상 순환자원홍보관,103,031-1688-9609,경기도 성남시 분당구 석운로164번길 19,6
3,국가기록원 나라기록관,104,031-750-2000,경기도 성남시 수정구 대왕판교로 851번길 30,6
3,봉국사,105,031-755-0329,경기도 성남시 수정구 태평로 79,7
3,망경암,106,031-753-3090,경기도 성남시 수정구 태평로55번길 72,7
3,이일천랜드,107,031-737-6000,경기도 성남시 중원구 사기막골로105번길 25 (상대원동),7
3,약사사,108,031-734-3205,경기도 성남시 중원구 산성대로625번길 22,7
3,성남시 가족캠핑숲,109,031-729-4299,경기도 성남시 수정구 가마절로 47,4
3,고암남원추어탕,110,031-742-5666,경기도 성남시 수정구 산성대로 597,0
3,두향,111,031-718-3344,경기도 성남시 분당구 불곡남로 5,0
3,유명갈매기,112,031-752-2393,경기도 성남시 중원구 양현로 469,0
3,북촌생태찌개,113,031-755-2707,경기도 성남시 수정구 대왕판교로 907,0
3,욕쟁이 장마담집,114,031-745-5700,경기도 성남시 수정구 수정로 460-3,0
4,서울대관악수목원,115,031-473-0071,경기도 안양시 만안구 예술공원로 280,3
4,삼성산,116,031-8045-2419,경기도 안양시 만안구 석수동,5
4,삼성산산림욕장,117,031-8045-3511,경기도 안양시 만안구 예술공원로131번길 49,5
4,안양예술공원,118,031-8045-2473,경기도 안양시 만안구 석수동 240-18,5
4,안양예술공원,119,031-8045-2473,경기도 안양시 만안구 석수동 240-18,5
4,안양예술공원,120,031-8045-2473,경기도 안양시 만안구 석수동 240-18,5
4,관악산산림욕장,121,031-8045-2419,경기도 안양시 동안구 평촌대로476번길 30-2,5
4,병목안산림욕장석탑,122,031-8045-5591,경기도 안양시 만안구 안양9동 산 79-3,5
4,병목안시민공원,123,031-8045-5591,경기도 안양시 만안구 안양9동 산81-1번지,5
4,안양순대곱창골목,124,031-8045-2473,경기도 안양시 만안구 냉천로 196,5
4,안양예술공원,125,031-8045-2473,경기도 안양시 만안구 석수동 240-18,5
4,안양예술공원,126,031-8045-2473,경기도 안양시 만안구 석수동 240-18,5
4,서울대관악수목원,127,031-473-0071,경기도 안양시 만안구 예술공원로 280,5
4,안양예술공원,128,031-8045-2473,경기도 안양시 만안구 석수동 산21,5
4,안양예술공원,129,031-8045-5284,경기도 안양시 만안구 예술공원로 131,1
4,평촌아트홀,130,031-687-0555,경기도 안양시 동안구 평촌대로 76,2
4,안양문화예술재단,131,031-389-5200,경기도 안양시 만안구 문예로36번길 16,2
4,김중업 건축박물관 (옛 유유산업 공장),132,031-687-0909,경기도 안양시 만안구 예술공원로103번길 4 (석수동),2
4,안양박물관,133,031-687-0909,경기도 안양시 만안구 안양예술공원로103번길 4 (석수동),2
4,안양문화원,134,031-449-4451,경기도 안양시 만안구 현충로 53,2
4,삼막애견공원,135,070-4140-4000,경기도 안양시 만안구 석수동 18,6
4,삼막사,136,031-472-3101,경기도 안양시 만안구 삼막로 478,7
4,망해암,137,031-443-5559,경기도 안양시 만안구 임곡로 245,7
4,안양사,138,031-471-4848,경기도 안양시 만안구 예술공원로131번길 103,7
4,천주교호평교회,139,031-454-3004,경기도 안양시 동안구 전파로95번길 16,7
4,안양워터랜드,140,031-474-5555,경기도 안양시 만안구 예술공원로 153-32,7
4,염불암,141,031-471-2300,경기도 안양시 만안구 예술공원로245번길 150,7
4,병목안캠핑장,142,031-389-5299,경기도 안양시 만안구 병목안로247번길 37,4
4,해조,143,031-385-1407,경기도 안양시 동안구 관평로186번길 23,0
4,명가원설농탕,144,031-384-5335,경기도 안양시 동안구 관악대로 249,0
4,함흥옥,145,031-426-3362,경기도 안양시 동안구 시민대로 401,0
4,화진가든,146,031-472-9292,경기도 안양시 만안구 안양로 468,0
4,허서방추어탕메기매운탕,147,031-473-3040,경기도 안양시 만안구 예술공원로 118,0
4,흥부가,148,031-472-0100,경기도 안양시 만안구 삼막로 34-15,0
5,바다향기수목원,149,031-8008-6972,경기도 안산시 단원구 대부황금로 399,3
5,구봉도낙조전망대,150,031-1899-1720,경기도 안산시 단원구 구봉타운길 43,5
5,탄도 바닷길,151,032-885-3745,경기도 안산시 단원구 대부황금로 7,5
5,시화나래조력공원,152,032-890-6520,경기도 안산시 단원구 대부황금로 1927,5
5,바다향기수목원,153,031-8008-6795,경기도 안산시 단원구 대부황금로 399,5
5,풍도,154,031-481-2000,경기도 안산시 단원구 풍도길 8,5
5,노적봉 공원,155,031-481-3179,경기도 안산시 상록구 성포동 산39-1,5
5,안산호수공원,156,,경기도 안산시 상록구 사3동 1509,5
5,대부해솔길,157,031-1899-1720,경기도 안산시 단원구 대부도일대,5
5,안산갈대습지공원,158,031-481-3810,경기도 안산시 상록구 해안로 820-96,5
5,안산갈대습지공원,159,031-481-3810,경기도 안산시 상록구 해안로 820-116,1
5,대부도,160,031-481-3060,경기도 안산시 단원구 화랑로 387,1
5,다문화특구,161,031-1666-1234,"경기도 안산시 단원구 원곡동 다문화 1길, 2길",1
5,유리섬,162,032-885-6262,경기도 안산시 단원구 부흥로 254,1
5,성호기념관,163,031-481-2574,경기도 안산시 상록구 성호로 131,2
5,누에섬등대전망대,164,010-3038-2331,경기도 안산시 단원구 대부황금로 17-156,2
5,최용신기념관,165,031-481-3040,경기도 안산시 상록구 샘골서길 64번지,2
5,너리굴문화마을,166,031-675-2171,경기도 안산시 보개면 너구리굴길100,2
5,정문규미술관,167,032-881-2753,경기도 안산시 단원구 대부황금로 153-9,2
5,안산문화원,168,031-415-0041,경기도 안산시 상록구 석호로 144,2
5,안산문화예술의전당,169,031-481-4000,경기도 안산시 단원구 화랑로 312,2
5,경기도미술관,170,031-481-7007,경기도 안산시 단원구 동산로 268,2
5,유리섬,171,032-885-6262,경기도 안산시 단원구 부흥로 254,2
5,단원미술관,172,031-481-0505,경기도 안산시 상록구 충장로 422,2
5,탄도어촌체험마을,173,032-885-3745,경기도 안산시 단원구 대부황금로 5-14,6
5,종현어촌체험마을,174,032-886-6044,경기도 안산시 단원구 구봉길 240,6
5,상록수된장마을,175,032-888-0706,경기도 안산시 단원구 대부황금로 717,6
5,선감어촌체험마을,176,032-886-6133,경기도 안산시 단원구 개건너길 78,6
5,유리섬박물관,177,032-885-6262,경기도 안산시 단원구 부흥로 254,6
5,별빛마을포토랜드,178,031-484-5050,경기도 안산시 상록구 수인로 1723,6
5,쌍계사,179,032-886-2110,경기도 안산시 단원구 대부황금로 1171,7
5,대부바다향기테마파크,180,031-481-3409,경기도 안산시 단원구 대부북동 1841-10,7
5,안산패션일번가,181,,경기도 안산시 단원구 화랑로 312 (고잔동817) 안산문화광장,7
5,씨엘관광농원 캠핑장,182,032-881-0750,경기도 안산시 단원구 대부황금로 976,4
5,해솔길 캠핑장,183,010-3305-4077,경기도 안산시 단원구 대부북동 1865-211,4
5,고래숲관광농원,184,010-7672-2447,"경기도 안산시 단원구 장불길 14, 고래숲(대부남동)",4
5,베르아델 승마클럽,185,032-882-2255,경기도 안산시 단원구 대부 남동 말부흥 7-11,4
5,카라반랜드,186,010-8583-1759,경기도 안산시 단원구 수영목길 27-75,4
5,탄도항 노을펜션 캠핑장,187,032-888-0711,경기도 안산시 단원구 대부황금로 17-2,4
5,대부도캠핑성,188,010-8650-5481,경기도 안산시 단원구 부흥로 232-68,4
5,광양참숯불구이,189,031-419-9233,경기도 안산시 단원구 광덕동로 101,0
5,단원한정식,190,031-401-3500,경기도 안산시 단원구 광덕대로 251,0
5,복요리전문점복청,191,031-410-3588,경기도 안산시 단원구 원고잔로 15,0
5,오양순추어탕,192,031-401-1778,경기도 안산시 상록구 안산천동로 256,0
5,여울쌈밥,193,031-316-3838,경기도 안산시 단원구 꽃우물1길 16-5,0
5,궁중삼계탕,194,031-502-9090,경기도 안산시 상록구 석호공원로 69,0
5,아미가일식,195,031-483-2331,경기도 안산시 단원구 광덕대로 168,0
5,이천영양돌솥밥,196,031-408-2008,경기도 안산시 상록구 항가울로 7,0
5,해미청,197,031-438-7789,경기도 안산시 상록구 각골로 47,0
5,상록한정식,198,031-500-4455,경기도 안산시 상록구 해안로 705,0
6,한택식물원,199,031-333-3558,경기도 용인시 처인구 백암면 한택로 2,3
6,이동저수지,200,,경기도 용인시 처인구 이동면 어비리 산46,5
6,석성산일출  (용인8경 중 제1경),201,,경기도 용인시 기흥구 중동,5
6,기흥호수공원 (용인8경 중 제3경),202,,경기도 용인시 기흥구 동탄기흥로 923,5
6,용인자연휴양림 (용인8경 중 제5경),203,,경기도 용인시 처인구 모현읍 초부로 220,5
6,가실벚꽃 (용인8경 중 제7경),204,,경기도 용인시 처인구 포곡읍 가실리,5
6,용담저수지(사암지),205,031-322-7860,경기도 용인시 처인구 원삼면 원양로 382-2,5
6,한택식물원,206,031-333-3558,경기도 용인시 처인구 백암면 한택로 2,5
6,광교산사계 ( 용인8경 중 제2경 ),207,,경기도 용인시 수지구 신봉동,5
6,고기리유원지,208,,경기도 용인시 수지구 고기동 818,5
6,조비산,209,,경기도 용인시 처인구 백암면,5
6,광교산,210,,경기도 용인시 수지구 동천동,5
6,백운산,211,,경기도 용인시 수지구 신봉동,5
6,석성산,212,,경기도 용인시 기흥구 동백동,5
6,청명산,213,,경기도 용인시 기흥구 신갈동,5
6,정광산,214,,경기도 용인시 처인구 모현면,5
6,용인농촌테마파크와 연꽃단지  (용인8경 중 제4경),215,,경기도 용인시 처인구 원삼면 농촌파크로 80,5
6,조비산 (용인8경 중 제6경),216,,경기도 용인시 처인구 백암면 용천리,5
6,어비낙조 (용인8경 중 제8경),217,,경기도 용인시 처인구 이동읍 어비리  975-3번지,5
6,용인자연휴양림,218,031-336-0040,경기도 용인시 처인구 모현면 초부로220,5
6,수지 형제봉,219,,경기도 용인시 수지구 동천동 인근,5
6,법화산,220,,경기도 용인시 기흥구 구성동,5
6,매미산,221,,경기도 용인시 기흥구 서농동,5
6,문수산,222,,경기도 용인시 처인구 모현면 동림리 81-4,5
6,숲해설,223,,경기도 용인시 처인구 모현면 초부로 220,5
6,에버랜드,224,031-320-5000,경기도 용인시 처인구 포곡읍 에버랜드로 199,1
6,경기도박물관,225,031-288-5400,경기도 용인시 기흥구 상갈로 6,1
6,농촌테마파크,226,031-324-4081,경기도 용인시 처인구 원삼면 농촌파크로 80-1,1
6,양지파인리조트,227,031-338-2001,경기도 용인시 처인구 양지면 남평로 112,1
6,대장금파크,228,031-337-3241,경기도 용인시 처인구 백암면 용천드라마길 25,1
6,경기도어린이박물관,229,031-270-8600,경기도 용인시 기흥구 상갈로 6,1
6,백남준 아트센터,230,031-201-8500,경기도 용인시 기흥구 백남준로 10,1
6,와우정사,231,031-332-2472,경기도 용인시 해곡동 43 연화산 와우정사,1
6,한국민속촌,232,031-288-0000,경기도 용인시 기흥구 민속촌로 90,1
6,용인 대장금 파크,233,031-337-3241,경기도 용인시 처인구 드라마길 25,2
6,경기도어린이박물관,234,031-270-8600,경기도 용인시 기흥구 상갈로 6,2
6,예아리박물관,235,031-323-7277,경기도 용인시 처인구 백암면 원설로270번길 25,2
6,한국등잔박물관,236,031-334-0797,경기도 용인시 처인구 모현면 능곡로 56번길 8,2
6,단국대학교 석주선기념박물관,237,031-8005-2389,경기도 용인시 수지구 죽전로 152,2
6,백남준아트센터,238,031-201-8500,경기도 용인시 기흥구 백남준로 10,2
6,마가미술관,239,031-334-0365,경기도 용인시 처인구 모현읍 문형동림로101번길 37,2
6,한국기독교순교자기념관,240,031-336-2825,경기도 용인시 처인구 양지면 추계로 235,2
6,여성회관,241,031-324-8984,경기도 용인시 수지구 문정로7번길 15 여성회관,2
6,경기도문화의전당 국악당,242,031-289-6400,경기도 용인시 기흥구 민속촌로 89 경기도국악당,2
6,용인문화원,243,031-324-9600,경기도 용인시 처인구 중부대로 1199,2
6,처인홀문예회관(구.용인시문예회관),244,031-335-0455,경기도 용인시 처인구 중부대로1392번길 15 용인시문예회관,2
6,삼성화재교통박물관,245,031-320-9900,경기도 용인시 처인구 포곡읍 에버랜드로 376번길 171,2
6,경기도박물관,246,031-288-5300,경기도 용인시 기흥구 상갈로 6,2
6,전통민속관,247,031-288-0000,경기도 용인시 기흥구 민속촌로 90,2
6,명지대학교자연캠퍼스박물관,248,031-330-6074,경기도 용인시 처인구 명지로 116,2
6,이영미술관,249,031-213-8223,경기도 용인시 기흥구 흥덕4로 63,2
6,한국미술관,250,031-283-6418,경기도 용인시 기흥구 마북로 244-2,2
6,뮤지엄그라운드 미술관,251,070-4245-3020,경기도 용인시 수지구 샘말로 122(고기동),2
6,한택식물원,252,031-333-3558,경기도 용인시 처인구 백암면 한택로 2,2
6,용인어린이상상의숲,253,031-332-7500,경기도 용인시 처인구 동백죽전대로61,2
6,호암미술관,254,031-320-1801,경기도 용인시 처인구 포곡읍 에버랜드로 562번길 38,2
6,한택식물원,255,031-333-3558,경기도 용인시 처인구 백암면 한택로 2,6
6,한국민속촌,256,031-288-4000,경기도 용인시 기흥구 민속촌로 90,6
6,용인 대장금파크,257,031-337-3241,경기도 용인시 처인구 드라마길 25,6
6,목재문화체험,258,031-324-3787,경기도 용인시 처인구 모현면 초부로 220,6
6,화운사,259,031-337-2576,경기도 용인시 처인구 동백죽전대로 111-14,6
6,용인문수산법륜사,260,031-332-5703,경기도 용인시 처인구 원삼면 농촌파크로 126,6
6,유아숲체험원,261,031-324-3748,경기도 용인시 수지구,6
6,용인곤충테마파크,262,031-321-8090,경기도 용인시 처인구 백암면 근삼리 274-7,6
6,술샘,263,070-4218-5225,경기도 용인시 처인구 양지면 죽양대로 2298-1,6
6,바운스트램폴린파크,264,070-8858-6433,경기도 용인시 기흥구 동백죽전대로175번길 6,6
6,한터조랑말농장,265,031-332-3695,경기도 용인시 처인구 양지면 대대로 110,6
6,용인 학일마을,266,031-334-7991,경기도 용인시 처인구 원삼면 학일로 117,6
6,호박등불마을,267,010-5624-1044,경기도 용인시 처인구 모현면 능곡로56번길 7,6
6,용인시박물관,268,031-324-4796,경기도 용인시 기흥구 동백 3로 79,6
6,용인농촌테마파크,269,031-324-4081,경기도 용인시 처인구 원삼면 농촌파크로 80-1 농촌테마파크,6
6,이영미술관,270,031-213-8223,경기도 용인시 기흥구 흥덕4로 63,6
6,삼성화재교통박물관,271,031-320-9900,경기도 용인시 처인구 포곡읍 애버랜드로 376번길 171,6
6,청계목장,272,031-322-5200,경기도 용인시 처인구 백암면 청계로 104번길 20,6
6,농도원목장,273,031-321-0445,경기도 용인시 처인구 원삼면 원양로377번길 1-34,6
6,한국민속촌,274,031-288-0000,경기도 용인시 기흥구 민속촌로 90,7
6,한국민속촌,275,031-288-0000,경기도 용인시 기흥구 민속촌로 90,7
6,한국민속촌,276,031-288-0000,경기도 용인시 기흥구 민속촌로 90,7
6,용인 대장금파크,277,031-337-3241,경기도 용인시 처인구 백암면 용천로 330,7
6,용인 대장금파크,278,031-337-3241,경기도 용인시 처인구 백암면 용천로 330,7
6,손골성지,279,031-263-1242,경기도 용인시 수지구 동천로437번길 67,7
6,은이성지,280,031-338-1702,경기도 용인시 처인구 양지면 은이로 182,7
6,코코몽 에코파크,281,031-1661-0568,경기도 용인시 수지구동천로 581 (고기동 272번지),7
6,공룡테마파크 다이노스타,282,031-1661-2050,경기도 용인시 수지구동천로593(고기동257-4),7
6,용인 와우정사,283,031-339-0101,경기도 용인시 해곡동 224-4,7
6,용인 와우정사,284,031-339-0101,경기도 용인시 해곡동 224-4,7
6,용인 와우정사,285,031-339-0101,경기도 용인시 해곡동 224-4,7
6,화운사,286,031-337-2576,경기도 용인시 처인구 동백죽전대로 111-14,7
6,에버랜드,287,031-320-5000,경기도 용인시 처인구 포곡읍 에버랜드로 199,7
6,용인농촌테마파크,288,031-324-4053,경기도 용인시 처인구 원삼면 농촌파크로 80-1,7
6,한국민속촌,289,031-288-4000,경기도 용인시 기흥구 민속촌로 90,7
6,와우정사,290,031-332-2472,경기도 용인시 처인구 해곡로 25-15,7
6,용인문수산법륜사,291,031-332-5703,경기도 용인시 처인구 원삼면 농촌파크로 126,7
6,용덕사,292,031-332-0426,경기도 용인시 처인구 이동읍 이원로 471-41,7
6,용인 와우정사,293,031-339-0101,경기도 용인시 해곡동 224-4,7
6,용인 와우정사,294,031-339-0101,경기도 용인시 해곡동 224-4,7
6,한국민속촌,295,031-288-0000,경기도 용인시 기흥구 민속촌로 90,7
6,한국민속촌,296,031-288-0000,경기도 용인시 기흥구 민속촌로 90,7
6,용인 대장금파크,297,031-337-3241,경기도 용인시 처인구 백암면 용천로 330,7
6,용인 대장금파크,298,031-337-3241,경기도 용인시 처인구 백암면 용천로 330,7
6,용인 대장금파크,299,031-337-3241,경기도 용인시 처인구 백암면 용천로 330,7
6,보구정사,300,031-282-0049,경기도 용인시 기흥구 동백중앙로54번길 50,7
6,동도사,301,031-333-7747,경기도 용인시 처인구 이동읍 어진로 842,7
6,캐리비안베이,302,031-320-5000,경기도 용인시 처인구 포곡읍 에버랜드로 199,7
6,캠프레이크,303,010-2456-5390,경기도 용인시 기흥구 고매동 539-1,4
6,카라반베이캠핑장,304,031-323-5511,경기도 용인시 처인구 포곡읍 전대로 62,4
6,씨밀레자연관광농원,305,010-9227-8645,경기도 용인시 이동면 묵리 382-4,4
6,송원글램핑파크,306,031-337-1200,경기도 용인시 처인구 남사면 전궁로95번길 93,4
6,용인산수골캠핑장,307,010-8706-1488,경기도 용인시 처인구 이동면 원천로41번길 81,4
6,봉봉캠핑장,308,010-9906-2281,경기도 용인시 처인구 이동읍 백자로184번길 17,4
6,용인힐링캠핑장,309,010-2888-0972,경기도 용인시 처인구 원삼면 보개원삼로 1361,4
6,에이스펜션카라반,310,031-322-4221,경기도 용인시 처인구 이동읍 이원로 547,4
6,용인 미르힐,311,031-333-1222,경기도 용인시 처인구 초부로 215-7,4
6,문수산오토캠핑장,312,010-8765-3135,경기도 용인시 처인구 이동면 이원로 637-3,4
6,단풍숲캠핑장,313,010-4301-7942,경기도 용인시 처인구 원삼면 목신리 258-14,4
6,양달농원캠핑장,314,031-334-4567,경기도 용인시 처인구 원삼면 학일로 100-2,4
6,팡팡캠핑장,315,010-5345-8500,경기도 용인시 처인구 원삼면 동부로 1041,4
6,우리들 캠핑장,316,070-8832-4442,경기도 용인시 처인구 원삼면 좌항리 224-1,4
6,싱글벙글캠핑장,317,010-4611-4246,경기도 용인시 처인구 이동읍 상덕로 95-62,4
6,용인 미르힐,318,010-8799-9771,경기도 용인시 처인구 모현면 초부로 215-7,4
6,나인힐스 구봉산오토캠핑장,319,010-3043-8822,경기도 용인시 처인구 원삼면 목산리 83,4
6,신갈승마클럽,320,031-286-6490,경기도 용인시 기흥구 지삼로201번길 9,4
6,에어필드,321,031-322-7479,경기도 용인시 처인구 모현면 초부로 191-8,4
6,골드펫글램핑,322,031-286-9111,경기도 용인시 기흥구 고매동 5-73,4
6,용인 자연휴양림 야영장,323,031-336-0040,경기도 용인시 처인구 모현면 초부로 220,4
6,한터팜오토캠핑장,324,010-8850-9222,경기도 용인시 처인구 양지면 한터로 432-12,4
